"NOMS";"PRENOMS";"PHOTOS";"NATIONALITE";"Temps_L1";"Temps_L2";"Temps_N1";"Temps_N2";"Temps_N3";"Temps_Coupe_France";"Temps_Etranger_Jeunes";"Cartons_jaunes";"Dont_Second_jaunes";"Cartons_rouges";"Agent";"Valeur_Marchande";"URL_Profil";"Date_Naissance";"Position_Principale";"Forme_A";"Pied_Fort";"Taille";"Club_actuel";"Photo_Club";"Pays_Club_actuel";"Titu_25_26";"Nombre_Matchs_Equipe_25_26";"Pourcentage_titu_25_26";"Buts_25_26";"Passes_25_26";"Division_25_26";"Groupes_25_26";"Pays_25_26";"Titu_24_25";"Nombre_Matchs_Equipe_24_25";"Pourcentage_titu_24_25";"Buts_24_25";"Passes_24_25";"Division_24_25";"Groupes_24_25";"Pays_24_25";"Titu_23_24";"Nombre_Matchs_Equipe_23_24";"Pourcentage_titu_23_24";"Buts_23_24";"Passes_23_24";"Division_23_24";"Groupes_23_24";"Pays_23_24";"Titu_22_23";"Nombre_Matchs_Equipe_22_23";"Pourcentage_titu_22_23";"Buts_22_23";"Passes_22_23";"Division_22_23";"Groupes_22_23";"Pays_22_23";"Fin_contrat"
"Dréau";"Evan";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;0;1170;1080;0;0;1;0;0;NA;"";"https://www.transfermarkt.fr/evan-dreau/profil/spieler/807693";"9 févr. 1999 (27)";" / ";"Vannes OC";"";"1,83 m";"St-Co Locminé";"https://tmssl.akamaized.net//images/wappen/normquad/23509.png?lm=1444074465";"France";1;33;0,03;0;0;"N2";"A";"France";0;2;0;0;0;"Division étrangère";"";"France";0;0;0;0;0;"";"";"";0;3;0;0;0;"N3";"BR";"France";""
"Dramé";"Hamed";"https://img.a.transfermarkt.technology/portrait/header/815460-1737491894.png?lm=1";"France";0;0;0;0;1;0;5171;16;0;2;"S.O.M FOOTBALL";"";"https://www.transfermarkt.fr/hamed-drame/profil/spieler/815460";"13 juin 2001 (24)";" / ";"FC Gobelins";"";"1,93 m";"St-Co Locminé";"https://tmssl.akamaized.net//images/wappen/normquad/23509.png?lm=1444074465";"France";0;25;0;0;0;"N2";"A";"France";3;17;0,18;0;0;"Division étrangère";"";"Italie";9;13;0,69;1;0;"L2";"";"Étranger";23;54;0,43;1;0;"Division étrangère";"";"Étranger";""
"Didot";"Mathéo";"https://img.a.transfermarkt.technology/portrait/header/746160-1656333097.png?lm=1";"France";0;17;0;6002;2929;483;834;15;0;2;NA;"";"https://www.transfermarkt.fr/matheo-didot/profil/spieler/746160";"25 avr. 2002 (24)";"Défenseur central / Milieu défensif";"";"";"1,79 m";"St-Co Locminé";"https://tmssl.akamaized.net//images/wappen/normquad/23509.png?lm=1444074465";"France";31;33;0,94;4;3;"N2";"A";"France";25;29;0,86;4;2;"N3";"VL";"France";11;23;0,48;2;0;"N3";"BR";"France";29;70;0,41;2;1;"N2";"A";"France";""
"Le";"Alexandre";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"";0;0;0;10204;6202;1030;0;40;2;0;NA;"";"https://www.transfermarkt.fr/alexandre-le-nedic/profil/spieler/878294";"5 mars 1998 (28)";" / ";"";"";"1,84 m";"St-Co Locminé";"https://tmssl.akamaized.net//images/wappen/normquad/23509.png?lm=1444074465";"France";32;33;0,97;2;0;"N2";"A";"France";30;32;0,94;4;1;"N2";"B";"France";24;28;0,86;2;0;"N2";"C";"France";23;31;0,74;0;1;"N2";"A";"France";""
"Lavenant";"Alexandre";"https://img.a.transfermarkt.technology/portrait/header/358511-1669138442.jpg?lm=1";"France";0;0;90;18433;3637;1829;0;37;0;2;NA;"";"https://www.transfermarkt.fr/alexandre-lavenant/profil/spieler/358511";"24 mars 1995 (31)";" / ";"FC Lorient";"";"1,84 m";"St-Co Locminé";"https://tmssl.akamaized.net//images/wappen/normquad/23509.png?lm=1444074465";"France";25;33;0,76;0;0;"N2";"A";"France";21;29;0,72;0;0;"N3";"GE";"France";25;29;0,86;1;0;"N2";"B";"France";29;34;0,85;3;1;"N2";"D";"France";""
"Obame";"Azaria";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"Gabon";0;0;0;1666;680;321;0;4;0;0;NA;"";"https://www.transfermarkt.fr/azaria-obame/profil/spieler/868415";"24 févr. 2000 (26)";" / ";"";"";"1,70 m";"St-Co Locminé";"https://tmssl.akamaized.net//images/wappen/normquad/23509.png?lm=1444074465";"France";19;33;0,58;0;0;"N2";"A";"France";0;0;0;0;0;"";"";"";0;0;0;0;0;"";"";"";8;26;0,31;0;0;"N3";"BR";"France";""
"Faussurier";"Julien";"https://img.a.transfermarkt.technology/portrait/header/78917-1697213349.jpg?lm=1";"France";8931;27053;3216;3933;0;3382;1319;50;0;3;"S.O.M FOOTBALL";"";"https://www.transfermarkt.fr/julien-faussurier/profil/spieler/78917";"14 janv. 1987 (39)";"Arrière droit / Milieu droit";"";"";"1,73 m";"St-Co Locminé";"https://tmssl.akamaized.net//images/wappen/normquad/23509.png?lm=1444074465";"France";27;33;0,82;0;1;"N2";"A";"France";25;34;0,74;1;5;"N2";"B";"France";22;39;0,56;0;3;"L2";"";"France";23;37;0,62;0;5;"L2";"";"France";""
"Rio";"Benjamin";"https://img.a.transfermarkt.technology/portrait/header/866112-1655939948.jpg?lm=1";"France";0;0;0;2513;8902;663;0;28;1;0;NA;"";"https://www.transfermarkt.fr/benjamin-rio/profil/spieler/866112";"4 févr. 1997 (29)";" / ";"";"";"1,75 m";"St-Co Locminé";"https://tmssl.akamaized.net//images/wappen/normquad/23509.png?lm=1444074465";"France";19;33;0,58;0;2;"N2";"A";"France";10;34;0,29;0;3;"N2";"B";"France";24;26;0,92;0;1;"N3";"BR";"France";4;20;0,2;0;2;"N3";"BR";"France";""
"Luciathe";"Marvin";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;0;4659;10335;1138;0;30;2;1;NA;"";"https://www.transfermarkt.fr/marvin-luciathe/profil/spieler/352456";"31 août 1993 (32)";"Milieu défensif / Milieu central";"";"";"1,74 m";"St-Co Locminé";"https://tmssl.akamaized.net//images/wappen/normquad/23509.png?lm=1444074465";"France";25;33;0,76;1;0;"N2";"A";"France";26;34;0,76;0;1;"N2";"B";"France";25;26;0,96;0;0;"N3";"BR";"France";22;26;0,85;0;2;"N3";"BR";"France";""
"Belhaj";"Mathis";"https://img.a.transfermarkt.technology/portrait/header/866110-1655940335.jpeg?lm=1";"France";0;0;0;2474;4068;540;0;20;4;0;NA;"";"https://www.transfermarkt.fr/mathis-belhaj/profil/spieler/866110";"8 févr. 2001 (25)";" / ";"FC Lorient";"";"1,79 m";"St-Co Locminé";"https://tmssl.akamaized.net//images/wappen/normquad/23509.png?lm=1444074465";"France";17;33;0,52;2;0;"N2";"A";"France";20;34;0,59;1;2;"N2";"B";"France";11;26;0,42;2;0;"N3";"BR";"France";6;26;0,23;0;1;"N3";"BR";"France";""
"Benamara";"Cyril";"https://img.a.transfermarkt.technology/portrait/header/352334-1655939911.jpeg?lm=1";"France";0;0;1056;9206;6224;770;0;59;2;1;NA;"";"https://www.transfermarkt.fr/cyril-benamara/profil/spieler/352334";"20 avr. 1991 (35)";"Milieu central / Milieu défensif";"";"";"1,78 m";"St-Co Locminé";"https://tmssl.akamaized.net//images/wappen/normquad/23509.png?lm=1444074465";"France";9;33;0,27;4;1;"N2";"A";"France";12;34;0,35;1;0;"N2";"B";"France";16;26;0,62;4;0;"N3";"BR";"France";23;26;0,88;0;0;"N3";"BR";"France";""
"Baranik";"Florian";"https://img.a.transfermarkt.technology/portrait/header/538968-1693948616.png?lm=1";"France";0;0;0;1794;0;0;465;1;0;0;"MEDIATION CONSEIL ...";"";"https://www.transfermarkt.fr/florian-baranik/profil/spieler/538968";"2 févr. 2002 (24)";" / ";"AS Monaco";"";"1,74 m";"St-Co Locminé";"https://tmssl.akamaized.net//images/wappen/normquad/23509.png?lm=1444074465";"France";0;14;0;0;0;"N2";"A";"France";0;4;0;0;0;"Division étrangère";"";"Étranger";5;16;0,31;0;0;"N2";"A";"France";0;53;0;0;0;"L1";"";"France";""
"Kikonda";"Mario-Jason";"https://img.a.transfermarkt.technology/portrait/header/562452-1641906057.png?lm=1";"France";0;3344;1776;2926;3237;648;1052;58;2;0;NA;"";"https://www.transfermarkt.fr/mario-jason-kikonda/profil/spieler/562452";"20 avr. 1996 (30)";"Milieu central / Milieu défensif";"Vannes OC";"";"1,77 m";"St-Co Locminé";"https://tmssl.akamaized.net//images/wappen/normquad/23509.png?lm=1444074465";"France";19;33;0,58;0;0;"N2";"A";"France";1;27;0,04;0;0;"L1";"";"Étranger";8;30;0,27;0;2;"Division étrangère";"";"Étranger";9;16;0,56;2;0;"N1/L3";"";"France";""
"Daubin";"Mathys";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;0;1546;2959;258;0;7;0;0;NA;"";"https://www.transfermarkt.fr/mathys-daubin/profil/spieler/1083402";"8 juin 2001 (24)";"Milieu central / Milieu offensif";"";"";"";"St-Co Locminé";"https://tmssl.akamaized.net//images/wappen/normquad/23509.png?lm=1444074465";"France";5;33;0,15;0;0;"N2";"A";"France";13;34;0,38;1;2;"N2";"B";"France";24;27;0,89;0;0;"N3";"BR";"France";7;23;0,3;0;0;"N3";"PL";"France";""
"Degan";"Achille";"https://img.a.transfermarkt.technology/portrait/header/562569-1736713363.jpg?lm=1";"France";0;0;0;7908;10060;1182;0;39;0;0;"EDUC FOOT MANAGEMENT";"";"https://www.transfermarkt.fr/achille-degan/profil/spieler/562569";"21 sept. 1992 (33)";"Milieu gauche / Milieu droit";"";"";"1,76 m";"St-Co Locminé";"https://tmssl.akamaized.net//images/wappen/normquad/23509.png?lm=1444074465";"France";31;33;0,94;3;1;"N2";"A";"France";33;34;0,97;5;4;"N2";"B";"France";24;26;0,92;3;0;"N3";"BR";"France";24;26;0,92;1;4;"N3";"BR";"France";""
"Gope-Fenepej";"Georges";"https://img.a.transfermarkt.technology/portrait/header/s_177781_1095_2012_1.jpg?lm=1";"Nouvelle-Calédonie";45;1434;5790;5440;1657;1233;2462;35;1;1;NA;"";"https://www.transfermarkt.fr/georges-gope-fenepej/profil/spieler/177781";"23 oct. 1988 (37)";"Ailier gauche / Milieu offensif";"AS Kirikitr";"";"1,82 m";"St-Co Locminé";"https://tmssl.akamaized.net//images/wappen/normquad/23509.png?lm=1444074465";"France";13;35;0,37;2;2;"N2";"A";"France";27;37;0,73;7;6;"N2";"B";"France";23;34;0,68;5;0;"N2";"B";"France";10;41;0,24;0;1;"N1/L3";"";"France";""
"Ernoux";"Ilan";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;0;641;167;122;0;0;0;0;"MY ELEVEN CONSULTING";"";"https://www.transfermarkt.fr/ilan-ernoux/profil/spieler/981759";"12 avr. 2004 (22)";" / ";"FC Lorient";"";"";"St-Co Locminé";"https://tmssl.akamaized.net//images/wappen/normquad/23509.png?lm=1444074465";"France";6;28;0,21;0;1;"N2";"A";"France";2;2;1;1;1;"Division étrangère";"";"France";1;26;0,04;0;0;"N2";"B";"France";0;26;0;0;0;"N3";"BR";"France";""
"Quarshie";"Jeffrey";"https://img.a.transfermarkt.technology/portrait/header/740775-1656605835.png?lm=1";"France";0;0;5429;3495;3361;1117;0;16;0;1;"Toho";"";"https://www.transfermarkt.fr/jeffrey-quarshie/profil/spieler/740775";"11 juil. 1991 (34)";" / ";"Vannes OC";"";"1,80 m";"St-Co Locminé";"https://tmssl.akamaized.net//images/wappen/normquad/23509.png?lm=1444074465";"France";12;15;0,8;3;3;"N2";"A";"France";22;33;0,67;7;2;"N2";"A";"France";7;32;0,22;0;0;"N1/L3";"";"France";24;37;0,65;7;4;"N1/L3";"";"France";""
"Ngassaki";"Exaucé";"https://img.a.transfermarkt.technology/portrait/header/489971-1600527123.jpg?lm=1";"Congo";2;0;0;7049;6827;761;100;4;0;0;NA;"";"https://www.transfermarkt.fr/exauce-ngassaki/profil/spieler/489971";"30 janv. 1997 (29)";" / ";"SM Caen";"";"1,82 m";"St-Co Locminé";"https://tmssl.akamaized.net//images/wappen/normquad/23509.png?lm=1444074465";"France";16;33;0,48;6;0;"N2";"A";"France";19;31;0,61;6;1;"N2";"A";"France";19;27;0,7;7;0;"N2";"B";"France";16;32;0,5;3;1;"N2";"D";"France";""
"Danso";"Fodiba";"https://img.a.transfermarkt.technology/portrait/header/415891-1655941031.jpeg?lm=1";"";0;0;51;6373;8630;906;0;30;0;2;NA;"";"https://www.transfermarkt.fr/fodiba-danso/profil/spieler/415891";"4 mars 1989 (37)";" / ";"Mellinet Nantes";"";"1,78 m";"St-Co Locminé";"https://tmssl.akamaized.net//images/wappen/normquad/23509.png?lm=1444074465";"France";8;33;0,24;0;1;"N2";"A";"France";27;34;0,79;14;1;"N2";"B";"France";20;26;0,77;10;0;"N3";"BR";"France";25;26;0,96;12;4;"N3";"BR";"France";""
"Le";"Nathan";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"";0;0;0;1480;2969;364;0;12;1;2;NA;"";"https://www.transfermarkt.fr/nathan-le-gouellec/profil/spieler/932019";"27 sept. 2001 (24)";" / ";"";"";"";"St-Co Locminé";"https://tmssl.akamaized.net//images/wappen/normquad/23509.png?lm=1444074465";"France";7;33;0,21;8;3;"N2";"A";"France";5;34;0,15;3;0;"N2";"B";"France";12;26;0,46;5;0;"N3";"BR";"France";3;3;1;1;0;"Division étrangère";"";"France";""
"Galvez-Diarra";"Quentin";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;0;2700;5220;90;270;4;0;0;"CNS";"";"https://www.transfermarkt.fr/quentin-galvez-diarra/profil/spieler/893365";"8 sept. 2001 (24)";" / ";"FC Sochaux-Montbéliard";"";"1,87 m";"Saumur";"https://tmssl.akamaized.net//images/wappen/normquad/26870.png?lm=1449223897";"France";31;31;1;0;0;"N2";"A";"France";0;0;0;0;0;"";"";"";21;65;0,32;0;0;"L2";"";"France";18;65;0,28;0;0;"L2";"";"France";""
"Granger";"Axel";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"";0;0;0;0;0;0;0;0;0;0;NA;"";"https://www.transfermarkt.fr/axel-granger/profil/spieler/1149678";"3 mars 2004 (22)";" / ";"Les Herbiers VF";"";"1,88 m";"Saumur";"https://tmssl.akamaized.net//images/wappen/normquad/26870.png?lm=1449223897";"France";0;31;0;0;0;"N2";"A";"France";0;33;0;0;0;"N2";"B";"France";0;0;0;0;0;"";"";"";0;0;0;0;0;"";"";"";""
"Koutsimouka";"Aubrel";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;0;1126;105;65;435;2;0;0;NA;"";"https://www.transfermarkt.fr/aubrel-koutsimouka/profil/spieler/702334";"30 août 2001 (24)";"Défenseur central / Arrière gauche";"Angers SCO";"";"1,85 m";"Saumur";"https://tmssl.akamaized.net//images/wappen/normquad/26870.png?lm=1449223897";"France";0;31;0;0;0;"N2";"A";"France";14;29;0,48;0;0;"N2";"B";"France";0;0;0;0;0;"";"";"";5;17;0,29;0;1;"Division étrangère";"";"Étranger";""
"Lefebvre";"Théo";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"";0;0;0;2609;555;0;2686;12;0;0;"Sport Striker";"";"https://www.transfermarkt.fr/theo-lefebvre/profil/spieler/939948";"18 févr. 2005 (21)";"Défenseur central / Milieu défensif";"Angers SCO";"";"";"Saumur";"https://tmssl.akamaized.net//images/wappen/normquad/26870.png?lm=1449223897";"France";23;31;0,74;0;1;"N2";"A";"France";6;26;0,23;0;0;"N3";"NA";"France";10;37;0,27;0;0;"U19 NAT";"C";"France";28;31;0,9;0;0;"N2";"D";"France";""
"Pillier";"Benjamin";"https://img.a.transfermarkt.technology/portrait/header/868480-1655913530.jpg?lm=1";"";0;0;0;3584;4719;405;0;11;0;1;NA;"";"https://www.transfermarkt.fr/benjamin-pillier/profil/spieler/868480";"4 juin 1997 (28)";"Défenseur central / Arrière droit";"Angers SCO";"";"";"Saumur";"https://tmssl.akamaized.net//images/wappen/normquad/26870.png?lm=1449223897";"France";12;31;0,39;0;0;"N2";"A";"France";7;33;0,21;0;0;"N2";"B";"France";17;27;0,63;2;0;"N2";"B";"France";5;31;0,16;0;0;"N2";"D";"France";""
"Bochereau";"Mathis";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;0;167;0;98;1963;6;0;0;NA;"";"https://www.transfermarkt.fr/mathis-bochereau/profil/spieler/1210094";"8 juin 2006 (19)";" / ";"";"";"";"Saumur";"https://tmssl.akamaized.net//images/wappen/normquad/26870.png?lm=1449223897";"France";2;31;0,06;0;0;"N2";"A";"France";16;25;0,64;0;0;"U19 NAT";"C";"France";5;27;0,19;0;0;"U19 NAT";"D";"France";0;0;0;0;0;"";"";"";""
"Itoua";"Bovid";"https://img.a.transfermarkt.technology/portrait/header/141266-1655937003.jpg?lm=1";"Congo";0;0;0;8109;6531;810;726;20;0;1;NA;"";"https://www.transfermarkt.fr/bovid-itoua-ngoua/profil/spieler/141266";"17 févr. 1988 (38)";"Défenseur central / Milieu défensif";"";"";"1,80 m";"Saumur";"https://tmssl.akamaized.net//images/wappen/normquad/26870.png?lm=1449223897";"France";26;31;0,84;2;0;"N2";"A";"France";26;33;0,79;0;0;"N2";"B";"France";20;27;0,74;0;0;"N2";"B";"France";22;31;0,71;0;0;"N2";"D";"France";""
"Landelle";"Maël";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"";0;0;0;1748;0;98;0;1;0;0;NA;"";"https://www.transfermarkt.fr/mael-landelle/profil/spieler/1032013";"10 avr. 2003 (23)";"Arrière gauche / Arrière droit";"Olympique Saumur FC";"";"1,76 m";"Saumur";"https://tmssl.akamaized.net//images/wappen/normquad/26870.png?lm=1449223897";"France";5;31;0,16;0;0;"N2";"A";"France";11;33;0,33;0;0;"N2";"B";"France";1;27;0,04;0;0;"N2";"B";"France";0;2;0;0;0;"N2";"D";"France";""
"Mbuta";"Bradley";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"";0;0;0;1149;90;90;288;6;0;0;NA;"";"https://www.transfermarkt.fr/bradley-mbuta/profil/spieler/903038";"24 juil. 2000 (25)";"Arrière gauche / Milieu gauche";"US Torcy";"";"";"Saumur";"https://tmssl.akamaized.net//images/wappen/normquad/26870.png?lm=1449223897";"France";14;29;0,48;0;1;"N2";"A";"France";0;0;0;0;0;"";"";"";0;0;0;0;0;"";"";"";1;26;0,04;0;0;"N3";"IF";"France";""
"Pezard";"Mattéo";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;19;0;2035;2276;91;1516;1;0;0;"Hexagon";"";"https://www.transfermarkt.fr/matteo-pezard/profil/spieler/974895";"24 sept. 2003 (22)";"Arrière gauche / Milieu gauche";"FC Sochaux-Montbéliard";"";"1,83 m";"Saumur";"https://tmssl.akamaized.net//images/wappen/normquad/26870.png?lm=1449223897";"France";24;31;0,77;0;1;"N2";"A";"France";0;0;0;0;0;"";"";"";15;61;0,25;1;0;"N1/L3";"";"France";10;27;0,37;4;0;"N3";"BF";"France";""
"Benmoussa";"Nathan";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;0;3547;3195;316;0;10;0;0;"CABINET OLYMPI.NET";"";"https://www.transfermarkt.fr/nathan-benmoussa/profil/spieler/946333";"9 févr. 2000 (26)";"Arrière droit / Milieu droit";"Stade Bordelais";"";"1,74 m";"Saumur";"https://tmssl.akamaized.net//images/wappen/normquad/26870.png?lm=1449223897";"France";27;30;0,9;0;0;"N2";"A";"France";11;27;0,41;0;0;"N3";"CM";"France";17;31;0,55;1;0;"N2";"B";"France";15;26;0,58;7;2;"N3";"VL";"France";""
"Viaud";"Artur";"https://img.a.transfermarkt.technology/portrait/header/819096-1655929889.jpg?lm=1";"France";0;0;0;5944;3668;720;0;33;2;1;NA;"";"https://www.transfermarkt.fr/artur-viaud/profil/spieler/819096";"21 juil. 1999 (26)";"Milieu défensif / Milieu central";"Angers SCO";"";"1,78 m";"Saumur";"https://tmssl.akamaized.net//images/wappen/normquad/26870.png?lm=1449223897";"France";0;31;0;0;0;"N2";"A";"France";28;33;0,85;2;0;"N2";"B";"France";21;27;0,78;0;0;"N2";"B";"France";16;31;0,52;0;0;"N2";"D";"France";""
"Vidgrin";"Martin";"https://img.a.transfermarkt.technology/portrait/header/881617-1655918734.jpg?lm=1";"France";0;0;0;2729;248;35;0;5;0;0;NA;"";"https://www.transfermarkt.fr/martin-vidgrin/profil/spieler/881617";"5 janv. 2002 (24)";"Milieu défensif / Milieu central";"Olympique Saumur";"";"";"Saumur";"https://tmssl.akamaized.net//images/wappen/normquad/26870.png?lm=1449223897";"France";21;31;0,68;2;1;"N2";"A";"France";5;33;0,15;0;0;"N2";"B";"France";4;27;0,15;0;0;"N2";"B";"France";1;31;0,03;0;0;"N2";"D";"France";""
"Lgharbi";"Walim";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;0;4858;0;62;2093;7;0;1;NA;"";"https://www.transfermarkt.fr/walim-lgharbi/profil/spieler/620323";"25 janv. 2003 (23)";"Milieu central / Milieu défensif";"Angers SCO";"";"";"Saumur";"https://tmssl.akamaized.net//images/wappen/normquad/26870.png?lm=1449223897";"France";25;31;0,81;3;0;"N2";"A";"France";0;0;0;0;0;"";"";"";2;26;0,08;0;0;"N2";"B";"France";13;30;0,43;1;0;"N2";"D";"France";""
"Biettmann";"Quentin";"https://img.a.transfermarkt.technology/portrait/header/864768-1655934469.jpg?lm=1";"";0;0;0;5058;4180;402;0;20;1;1;NA;"";"https://www.transfermarkt.fr/quentin-biettmann/profil/spieler/864768";"9 mars 1998 (28)";"Milieu central / Milieu droit";"Olympique Saumur";"";"";"Saumur";"https://tmssl.akamaized.net//images/wappen/normquad/26870.png?lm=1449223897";"France";12;31;0,39;0;0;"N2";"A";"France";1;1;1;0;0;"N2";"B";"France";24;27;0,89;0;0;"N2";"B";"France";21;31;0,68;0;1;"N2";"D";"France";""
"Matingou";"Yannis";"https://img.a.transfermarkt.technology/portrait/header/868479-1655919496.jpg?lm=1";"France";0;0;0;664;1849;23;0;9;0;0;NA;"";"https://www.transfermarkt.fr/yannis-matingou/profil/spieler/868479";"22 nov. 1999 (26)";"Milieu central / Milieu offensif";"Stade Lavallois";"";"";"Saumur";"https://tmssl.akamaized.net//images/wappen/normquad/26870.png?lm=1449223897";"France";0;31;0;0;1;"N2";"A";"France";1;33;0,03;1;0;"N2";"B";"France";0;27;0;0;0;"N2";"B";"France";2;31;0,06;1;0;"N2";"D";"France";""
"Bourgaud";"Emmanuel";"https://img.a.transfermarkt.technology/portrait/header/57359-1639238062.jpg?lm=1";"France";533;4646;13885;11458;360;2585;343;30;0;3;NA;"";"https://www.transfermarkt.fr/emmanuel-bourgaud/profil/spieler/57359";"25 oct. 1987 (38)";"Milieu droit / Milieu central";"Angers SCO";"";"1,79 m";"Saumur";"https://tmssl.akamaized.net//images/wappen/normquad/26870.png?lm=1449223897";"France";20;31;0,65;6;4;"N2";"A";"France";30;33;0,91;7;0;"N2";"B";"France";26;26;1;7;0;"N2";"B";"France";30;31;0,97;5;4;"N2";"D";"France";""
"Blanchard";"Mathias";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"";0;0;0;6658;1562;1207;0;13;0;0;NA;"";"https://www.transfermarkt.fr/mathias-blanchard/profil/spieler/842586";"13 oct. 1999 (26)";"Milieu droit / Milieu central";"Angers SCO";"";"1,76 m";"Saumur";"https://tmssl.akamaized.net//images/wappen/normquad/26870.png?lm=1449223897";"France";13;31;0,42;2;0;"N2";"A";"France";21;33;0,64;1;0;"N2";"B";"France";5;27;0,19;0;0;"N2";"B";"France";18;33;0,55;1;2;"N2";"D";"France";""
"Buni";"Plamedi";"https://img.a.transfermarkt.technology/portrait/header/590701-1666199596.JPG?lm=1";"Angola";0;190;0;3599;2084;326;360;12;0;0;NA;"";"https://www.transfermarkt.fr/plamedi-buni-jorge/profil/spieler/590701";"7 sept. 2000 (25)";"Milieu offensif / Milieu central";"";"";"1,68 m";"Saumur";"https://tmssl.akamaized.net//images/wappen/normquad/26870.png?lm=1449223897";"France";21;31;0,68;0;0;"N2";"A";"France";15;33;0,45;0;0;"N2";"B";"France";0;0;0;0;0;"";"";"";10;41;0,24;0;0;"N2";"B";"France";""
"Le";"Quentin";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"Talents";0;0;0;1221;0;81;0;2;0;0;"Talents";"";"https://www.transfermarkt.fr/quentin-le-coz/profil/spieler/1197006";"3 avr. 2005 (21)";"Avant-centre / Ailier gauche";"Olympique Saumur FC";"";"1,97 m";"Saumur";"https://tmssl.akamaized.net//images/wappen/normquad/26870.png?lm=1449223897";"France";10;31;0,32;6;1;"N2";"A";"France";0;33;0;0;0;"N2";"B";"France";0;21;0;0;0;"N2";"B";"France";0;0;0;0;0;"";"";"";""
"Epagna";"Stany";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"Congo";0;0;0;3691;2438;315;150;3;0;0;NA;"";"https://www.transfermarkt.fr/stany-epagna/profil/spieler/312839";"7 juin 1995 (30)";"Avant-centre / Ailier droit";"Centre National de Formation de Football";"";"";"Saumur";"https://tmssl.akamaized.net//images/wappen/normquad/26870.png?lm=1449223897";"France";22;31;0,71;7;1;"N2";"A";"France";20;33;0,61;2;2;"N2";"B";"France";1;1;1;0;0;"Division étrangère";"";"France";0;0;0;0;0;"";"";"";""
"Dangabo";"Hamissou";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"République Centrafricaine";0;0;0;1433;896;28;2630;4;0;1;NA;"";"https://www.transfermarkt.fr/hamissou-dangabo/profil/spieler/854958";"15 janv. 2003 (23)";"Avant-centre / Ailier droit";"EA Guingamp";"";"1,82 m";"Saumur";"https://tmssl.akamaized.net//images/wappen/normquad/26870.png?lm=1449223897";"France";2;30;0,07;0;0;"N2";"A";"France";4;32;0,12;1;1;"N3";"NA";"France";4;30;0,13;2;0;"L2";"";"Étranger";12;30;0,4;0;1;"N2";"D";"France";""
"Nour";"Abdel";"https://img.a.transfermarkt.technology/portrait/header/1026363-1655934888.jpg?lm=1";"";0;0;0;8264;1152;310;0;17;0;1;NA;"";"https://www.transfermarkt.fr/abdel-nour-bouhenni/profil/spieler/1026363";"3 sept. 1998 (27)";"Avant-centre / Ailier gauche";"Le Mans FC";"";"1,78 m";"Saumur";"https://tmssl.akamaized.net//images/wappen/normquad/26870.png?lm=1449223897";"France";30;31;0,97;8;2;"N2";"A";"France";26;33;0,79;7;1;"N2";"B";"France";25;27;0,93;5;0;"N2";"B";"France";17;31;0,55;4;5;"N2";"D";"France";""
"Louis";"Théo";"https://img.a.transfermarkt.technology/portrait/header/413117-1777556003.jpg?lm=1";"France";0;0;0;8280;5125;1170;351;7;0;1;NA;"";"https://www.transfermarkt.fr/theo-louis/profil/spieler/413117";"12 juil. 1999 (26)";" / ";"Stade Rennais";"";"1,89 m";"Stade Poitevin";"https://tmssl.akamaized.net//images/wappen/normquad/30293.png?lm=1765921190";"France";34;34;1;0;0;"N2";"A";"France";32;32;1;0;0;"N2";"B";"France";28;29;0,97;0;0;"N3";"VL";"France";18;27;0,67;0;0;"N3";"BF";"France";""
